x	y	Cell_class	Neuron_cluster_ID	z	bregma
-1878x3489	-1878.417233	3489.057405	Inhibitory	I-11	MPN	-0.04
-2003x3471	-2002.583471	3471.441169	Inhibitory	I-7	PV	-0.04
-1977x3462	-1976.601573	3462.498151	Excitatory	E-17	MPN	-0.04
-1966x3592	-1965.567899	3592.085702	Excitatory	E-8	MPN	-0.04
-1957x3561	-1957.429539	3561.208277	Inhibitory	I-15	MPN	-0.04
-1948x3437	-1948.486471	3436.988094	Inhibitory	I-12	MPN	-0.04
-1920x3495	-1919.817219	3495.22399	Inhibitory	I-15	MPN	-0.04
-1920x3487	-1920.333162	3486.96214	Inhibitory	I-15	MPN	-0.04
-1864x3429	-1863.522095	3428.601805	Inhibitory	I-1	MPN	-0.04
-1861x3422	-1860.98896	3422.212297	OD Immature 2		MPN	-0.04
-2015x3460	-2015.027018	3460.107822	Excitatory	E-8	PV	-0.04
-2009x3456	-2009.113763	3456.455876	Excitatory	E-8	PV	-0.04
-2027x3289	-2026.594426	3288.817286	Excitatory	E-8	MPN	-0.04
-2026x3246	-2026.274228	3246.33629	Inhibitory	I-34	MPN	-0.04
-2019x3258	-2018.984845	3258.221007	Inhibitory	I-15	MPN	-0.04
-2017x3295	-2017.226649	3294.706867	Inhibitory	I-7	MPN	-0.04
-2016x3323	-2015.583003	3322.567864	Inhibitory	I-15	MPN	-0.04
-2016x3248	-2015.607197	3248.278548	Inhibitory	I-15	MPN	-0.04
-2018x3279	-2017.926861	3278.849708	Excitatory	E-15	MPN	-0.04
-2010x3405	-2010.098234	3404.650241	Astrocyte		PV	-0.04
-2007x3226	-2006.502309	3225.769946	Excitatory	E-8	MPN	-0.04
-2007x3314	-2006.578732	3313.500875	Astrocyte		MPN	-0.04
-2003x3233	-2002.760416	3232.543342	Excitatory	E-15	MPN	-0.04
-1997x3396	-1996.799462	3396.059345	Excitatory	E-8	MPN	-0.04
-1995x3295	-1994.555146	3295.423468	Inhibitory	I-12	MPN	-0.04
-1992x3339	-1991.977134	3338.550291	Excitatory	E-15	MPN	-0.04
-1985x3234	-1984.970838	3233.501589	Excitatory	E-15	MPA	-0.04
-1983x3246	-1983.010457	3245.962673	Astrocyte		MPN	-0.04
-1978x3389	-1977.881837	3389.118336	OD Immature 1		MPN	-0.04
-1975x3266	-1975.470748	3265.539479	Excitatory	E-8	MPN	-0.04
-1978x3307	-1977.605814	3307.451113	Excitatory	E-8	MPN	-0.04
-1968x3344	-1968.247123	3344.067085	Excitatory	E-8	MPN	-0.04
-1966x3331	-1966.127692	3331.39045	Astrocyte		MPN	-0.04
-1966x3323	-1965.677922	3323.129731	Excitatory	E-8	MPN	-0.04
-1963x3253	-1963.013632	3253.158055	Inhibitory	I-15	MPN	-0.04
-1958x3290	-1957.583098	3290.084972	Excitatory	E-17	MPN	-0.04
-1959x3389	-1958.909321	3388.554365	Excitatory	E-8	MPN	-0.04
-1957x3221	-1957.336081	3220.812941	Excitatory	E-15	MPA	-0.04
-1952x3315	-1952.417791	3314.667535	Excitatory	E-8	MPN	-0.04
-1952x3273	-1951.860591	3273.437711	Excitatory	E-8	MPN	-0.04
-1948x3292	-1948.011503	3292.192143	Excitatory	E-15	MPN	-0.04
-1945x3329	-1945.274963	3329.074548	Excitatory	E-17	MPN	-0.04
-1943x3401	-1943.191324	3400.722984	OD Immature 1		MPN	-0.04
-1940x3261	-1939.791786	3260.624815	Inhibitory	I-15	MPN	-0.04
-1934x3348	-1934.357954	3347.85165	Inhibitory	I-34	MPN	-0.04
-1934x3241	-1934.393513	3240.501066	Inhibitory	I-2	MPA	-0.04
-1932x3292	-1931.58454	3291.674742	Inhibitory	I-13	MPN	-0.04
-1932x3354	-1931.629912	3353.533173	Astrocyte		MPN	-0.04
-1929x3227	-1928.790663	3227.375097	Inhibitory	I-7	MPA	-0.04
-1927x3243	-1926.948261	3242.65315	Inhibitory	I-2	MPA	-0.04
-1927x3373	-1927.067073	3373.333731	Inhibitory	I-11	MPN	-0.04
-1918x3310	-1917.926129	3310.213754	OD Immature 1		MPN	-0.04
-1916x3336	-1915.616321	3335.685593	Inhibitory	I-2	MPN	-0.04
-1910x3299	-1910.075731	3299.016543	Inhibitory	I-34	MPN	-0.04
-1912x3281	-1912.116091	3280.808991	Excitatory	E-17	MPN	-0.04
-1911x3346	-1910.884634	3345.799286	Inhibitory	I-15	MPN	-0.04
-1902x3349	-1902.259083	3349.269176	OD Immature 2		MPN	-0.04
-1899x3343	-1898.649357	3342.884414	Inhibitory	I-12	MPN	-0.04
-1899x3322	-1898.55631	3322.247994	Excitatory	E-17	MPN	-0.04
-1890x3369	-1890.220646	3369.069896	Inhibitory	I-34	MPN	-0.04
-1887x3396	-1887.289649	3395.816081	Inhibitory	I-12	MPN	-0.04
-1886x3263	-1885.994967	3262.977497	Inhibitory	I-10	MPN	-0.04
-1881x3306	-1880.507402	3305.983725	Inhibitory	I-11	MPN	-0.04
-1882x3228	-1882.473509	3227.828285	Inhibitory	I-14	MPA	-0.04
-1874x3241	-1874.306883	3241.487427	Inhibitory	I-2	MPA	-0.04
-1875x3369	-1875.346343	3368.669112	Excitatory	E-12	MPN	-0.04
-1865x3389	-1865.134579	3389.228421	Inhibitory	I-12	MPN	-0.04
-1864x3275	-1864.016763	3275.19423	Excitatory	E-8	MPN	-0.04
-1864x3368	-1864.074155	3368.068981	Astrocyte		MPN	-0.04
-1860x3320	-1859.538083	3320.146414	Inhibitory	I-15	MPN	-0.04
-2029x3308	-2028.632587	3308.326821	Inhibitory	I-13	PV	-0.04
-1973x3361	-1972.670463	3361.070459	Inhibitory	I-15	MPN	-0.04
-1972x3288	-1971.524014	3287.543714	Astrocyte		MPN	-0.04
-1949x3361	-1948.713832	3360.973954	Inhibitory	I-7	MPN	-0.04
-1894x3405	-1893.958715	3405.020086	Excitatory	E-12	MPN	-0.04
-1889x3341	-1889.009634	3341.385848	Astrocyte		MPN	-0.04
-1879x3337	-1879.377291	3336.600736	OD Immature 1		MPN	-0.04
-1853x3327	-1853.196016	3327.398013	Inhibitory	I-14	MPN	-0.04
-1850x3332	-1850.43678	3332.394196	Inhibitory	I-14	MPN	-0.04
-1995x3364	-1994.711085	3364.389375	Inhibitory	I-12	PV	-0.04
-1985x3325	-1985.311176	3324.695293	Inhibitory	I-15	MPN	-0.04
-1980x3375	-1980.263234	3375.345647	Inhibitory	I-15	PV	-0.04
-1929x3396	-1928.945273	3396.355035	Excitatory	E-8	MPN	-0.04
-1915x3224	-1914.623442	3224.080111	Excitatory	E-15	MPA	-0.04
-1900x3259	-1900.48675	3258.881429	Inhibitory	I-2	MPN	-0.04
-1895x3249	-1895.49843	3248.638901	OD Immature 1		MPN	-0.04
-1873x3252	-1872.582235	3252.256624	Microglia		MPA	-0.04
-1862x3241	-1862.401179	3240.662591	Excitatory	E-12	MPA	-0.04
-1857x3303	-1856.916129	3303.381087	Excitatory	E-17	MPN	-0.04
-1854x3279	-1854.405441	3279.451629	Inhibitory	I-9	MPN	-0.04
-2018x3365	-2018.123601	3365.056834	Inhibitory	I-14	PV	-0.04
-2008x3331	-2008.169501	3330.833007	Excitatory	E-8	MPN	-0.04
-1926x3324	-1925.812593	3323.642741	Endothelial 1		MPN	-0.04
-1919x3263	-1919.12268	3263.499661	Inhibitory	I-34	MPN	-0.04
-1900x3366	-1900.203337	3365.621202	Inhibitory	I-12	MPN	-0.04
-1886x3280	-1886.062556	3280.159283	Inhibitory	I-34	MPN	-0.04
-2013x3261	-2012.749328	3260.851691	Excitatory	E-8	MPN	-0.04
-1991x3385	-1991.305149	3384.756675	Inhibitory	I-15	PV	-0.04
-1991x3261	-1990.667573	3260.672881	OD Immature 1		MPN	-0.04
-1956x3400	-1955.564092	3399.763015	Microglia		MPN	-0.04
-1899x3310	-1899.314127	3309.612143	Inhibitory	I-34	MPN	-0.04
-1881x3389	-1881.403123	3389.21417	Inhibitory	I-10	MPN	-0.04
-1867x3343	-1867.435762	3343.331137	Excitatory	E-8	MPN	-0.04
-1853x3401	-1852.509273	3401.018713	Inhibitory	I-12	MPN	-0.04
-2030x3197	-2030.35816	3196.978017	Inhibitory	I-12	MPN	-0.04
-2027x3025	-2026.869386	3025.379901	Astrocyte		MPA	-0.04
-2026x3167	-2025.829721	3167.285186	Inhibitory	I-6	MPA	-0.04
-2026x3160	-2025.613903	3160.078315	Astrocyte		MPA	-0.04
-2024x3184	-2024.076428	3184.179664	Astrocyte		MPA	-0.04
-2016x3199	-2015.692329	3198.995893	Excitatory	E-8	MPN	-0.04
-2013x3072	-2012.759114	3072.294206	Inhibitory	I-7	MPA	-0.04
-2013x3094	-2012.928054	3093.576579	Inhibitory	I-7	MPA	-0.04
-2009x3126	-2009.464426	3125.729471	OD Immature 1		MPA	-0.04
-2003x3169	-2002.729061	3169.163986	Inhibitory	I-7	MPA	-0.04
-1993x3177	-1992.899533	3176.742932	Excitatory	E-12	MPA	-0.04
-1992x3046	-1992.167856	3046.036427	Inhibitory	I-1	MPA	-0.04
-1994x3032	-1993.568181	3031.78521	Inhibitory	I-1	MPA	-0.04
-1991x3196	-1990.914983	3196.313859	Inhibitory	I-7	MPA	-0.04
-1990x3106	-1989.898395	3105.960084	Astrocyte		MPA	-0.04
-1987x3152	-1986.864425	3152.260911	Excitatory	E-15	MPA	-0.04
-1985x3125	-1985.094263	3125.050013	Excitatory	E-24	MPA	-0.04
-1985x3170	-1985.134826	3170.296096	Excitatory	E-12	MPA	-0.04
-1968x3184	-1967.911295	3184.481205	Excitatory	E-15	MPA	-0.04
-1968x3040	-1967.794363	3040.049619	Excitatory	E-1	MPA	-0.04
-1960x3114	-1959.782311	3114.229333	Inhibitory	I-7	MPA	-0.04
-1956x3060	-1956.410263	3060.326444	Inhibitory	I-7	MPA	-0.04
-1955x3131	-1955.372936	3130.575839	Inhibitory	I-7	MPA	-0.04
-1953x3199	-1953.350744	3199.021576	Inhibitory	I-12	MPA	-0.04
-1954x3149	-1953.714934	3148.594013	Astrocyte		MPA	-0.04
-1947x3164	-1946.789536	3164.199068	Excitatory	E-15	MPA	-0.04
-1944x3106	-1943.527661	3106.105238	Endothelial 1		MPA	-0.04
-1941x3047	-1941.344393	3046.710957	Inhibitory	I-7	MPA	-0.04
-1937x3061	-1936.593512	3060.836269	Microglia		MPA	-0.04
-1933x3116	-1932.615398	3115.702696	Astrocyte		MPA	-0.04
-1932x3147	-1932.093979	3147.202282	Excitatory	E-15	MPA	-0.04
-1930x3193	-1930.227722	3193.05662	Excitatory	E-8	MPA	-0.04
-1928x3026	-1928.463236	3025.64474	Astrocyte		MPA	-0.04
-1929x3071	-1929.350605	3070.641939	Inhibitory	I-7	MPA	-0.04
-1918x3109	-1917.794865	3108.677509	Excitatory	E-7	MPA	-0.04
-1912x3142	-1912.133333	3142.03135	Excitatory	E-24	MPA	-0.04
-1911x3158	-1910.749145	3158.387631	Inhibitory	I-7	MPA	-0.04
-1894x3098	-1894.383324	3098.122187	Inhibitory	I-7	MPA	-0.04
-1896x3141	-1895.72825	3140.68933	Excitatory	E-7	MPA	-0.04
-1894x3203	-1893.810721	3203.100612	Astrocyte		MPA	-0.04
-1893x3111	-1893.060077	3110.875493	Excitatory	E-8	MPA	-0.04
-1890x3181	-1889.728384	3181.377392	Inhibitory	I-16	MPA	-0.04
-1889x3052	-1889.125161	3052.088407	Inhibitory	I-1	MPA	-0.04
-1882x3075	-1882.017553	3075.30564	Astrocyte		MPA	-0.04
-1882x3137	-1881.969438	3136.648745	Excitatory	E-15	MPA	-0.04
-1870x3199	-1869.862928	3199.024983	Excitatory	E-15	MPA	-0.04
-1863x3128	-1862.898611	3127.568537	Inhibitory	I-12	MPA	-0.04
-1854x3180	-1854.159319	3180.472433	Excitatory	E-15	MPA	-0.04
-1853x3105	-1852.873898	3104.799723	Excitatory	E-7	MPA	-0.04
-1851x3203	-1851.20697	3202.949591	Inhibitory	I-7	MPA	-0.04
-1995x3097	-1994.93109	3097.110119	Inhibitory	I-7	MPA	-0.04
-1971x3155	-1970.809438	3155.337664	Inhibitory	I-7	MPA	-0.04
-1970x3056	-1970.128871	3055.570081	Inhibitory	I-7	MPA	-0.04
-1967x3063	-1966.610814	3062.580444	Inhibitory	I-7	MPA	-0.04
-1957x3083	-1957.431121	3082.634352	Inhibitory	I-7	MPA	-0.04
-1949x3083	-1949.438025	3083.283316	Astrocyte		MPA	-0.04
-1950x3097	-1949.623447	3096.941578	Microglia		MPA	-0.04
-1920x3168	-1920.195727	3167.845439	Excitatory	E-7	MPA	-0.04
-1890x3156	-1890.40861	3155.681949	Inhibitory	I-7	MPA	-0.04
-1871x3107	-1870.943178	3107.396307	Excitatory	E-15	MPA	-0.04
-1856x3080	-1856.471742	3080.051468	Endothelial 3		MPA	-0.04
-1850x3036	-1850.407094	3035.783222	Excitatory	E-3	MPA	-0.04
-1997x3112	-1997.498138	3112.478401	Inhibitory	I-7	MPA	-0.04
-1918x3074	-1918.065049	3074.035842	Inhibitory	I-7	MPA	-0.04
-1916x3134	-1916.260997	3133.889169	Excitatory	E-15	MPA	-0.04
-1881x3171	-1880.627553	3171.319859	Excitatory	E-7	MPA	-0.04
-2012x3066	-2012.131596	3066.006324	Inhibitory	I-1	MPA	-0.04
-1907x3080	-1906.853215	3079.951693	Excitatory	E-3	MPA	-0.04
-1899x3084	-1899.14077	3083.990455	Inhibitory	I-7	MPA	-0.04
-1925x3075	-1924.567814	3074.687968	Inhibitory	I-7	MPA	-0.04
-1922x3153	-1922.018682	3153.195394	Inhibitory	I-16	MPA	-0.04
-1919x3084	-1918.775671	3084.046362	Inhibitory	I-7	MPA	-0.04
-1857x3065	-1857.232065	3065.399334	Excitatory	E-7	MPA	-0.04
-1855x3161	-1855.399067	3161.480357	Ependymal		MPA	-0.04
-2028x2999	-2028.28645	2999.188971	OD Immature 1		MPA	-0.04
-2027x2980	-2026.683693	2979.86898	Astrocyte		MPA	-0.04
-2023x2928	-2023.482994	2927.795201	Endothelial 1		MPA	-0.04
-2021x2971	-2021.267445	2970.607591	Inhibitory	I-7	MPA	-0.04
-2009x3001	-2009.136853	3001.013444	Inhibitory	I-7	MPA	-0.04
-2009x2917	-2008.900349	2916.715138	Inhibitory	I-7	MPA	-0.04
-2007x2960	-2007.236239	2960.177	Endothelial 1		MPA	-0.04
-1991x2906	-1990.926254	2905.918652	Inhibitory	I-7	MPA	-0.04
-1973x2997	-1973.06632	2997.48638	Endothelial 1		MPA	-0.04
-1965x2936	-1965.384873	2936.4992	Inhibitory	I-7	MPA	-0.04
-1961x2918	-1960.842093	2917.835037	Astrocyte		MPA	-0.04
-1937x2939	-1937.111809	2939.14188	Inhibitory	I-7	MPA	-0.04
-1932x3006	-1932.404753	3005.57049	Inhibitory	I-1	MPA	-0.04
-1930x2946	-1930.378915	2946.167153	Excitatory	E-1	MPA	-0.04
-1920x2958	-1920.416315	2958.355094	OD Immature 1		MPA	-0.04
-1912x3000	-1912.347752	3000.081452	Excitatory	E-3	MPA	-0.04
-1906x2975	-1905.584197	2975.328914	Endothelial 3		MPA	-0.04
-1907x2940	-1907.200584	2939.51299	Inhibitory	I-7	MPA	-0.04
-1903x2993	-1902.600382	2993.30277	Excitatory	E-12	MPA	-0.04
-1900x2922	-1899.909684	2922.304866	Excitatory	E-19	MPA	-0.04
-1898x2851	-1898.254969	2850.946584	Endothelial 2		MPA	-0.04
-1893x2957	-1893.493634	2957.403217	Astrocyte		MPA	-0.04
-1882x2986	-1881.873031	2985.807142	Excitatory	E-1	MPA	-0.04
-1870x2907	-1870.257586	2907.466449	Inhibitory	I-7	MPA	-0.04
-1873x2952	-1873.323675	2952.121616	OD Mature 2		MPA	-0.04
-1868x2999	-1868.007438	2998.647485	Endothelial 1		MPA	-0.04
-1864x2988	-1863.893441	2988.075957	Excitatory	E-15	MPA	-0.04
-1862x2975	-1861.852214	2974.515984	Excitatory	E-3	MPA	-0.04
-1859x2984	-1859.004392	2984.180993	Excitatory	E-24	MPA	-0.04
-1858x2883	-1858.22227	2883.004236	Inhibitory	I-7	MPA	-0.04
-1854x2936	-1854.235727	2935.842003	Excitatory	E-3	MPA	-0.04
-1856x3001	-1856.262257	3001.132635	Excitatory	E-1	MPA	-0.04
-1848x2900	-1848.46936	2899.613841	Inhibitory	I-7	MPA	-0.04
-1989x2969	-1989.349548	2969.47488	Inhibitory	I-7	MPA	-0.04
-1940x2919	-1939.526912	2918.694831	Inhibitory	I-7	MPA	-0.04
-1930x2974	-1930.286986	2974.44015	Endothelial 1		MPA	-0.04
-1919x2890	-1918.897123	2889.529012	OD Immature 1		MPA	-0.04
-1911x2982	-1911.294723	2982.064466	OD Mature 2		MPA	-0.04
-1989x2931	-1988.856287	2930.949888	Inhibitory	I-7	MPA	-0.04
-1950x2966	-1949.541978	2966.120816	Inhibitory	I-19	MPA	-0.04
-1929x2950	-1928.73615	2950.30916	Excitatory	E-1	MPA	-0.04
-1919x2936	-1919.396675	2935.789701	Excitatory	E-1	MPA	-0.04
-1871x2876	-1870.744372	2875.875753	Inhibitory	I-7	MPA	-0.04
-1861x2847	-1861.480263	2847.444054	Astrocyte		MPA	-0.04
-1961x2943	-1961.083028	2942.726801	Astrocyte		MPA	-0.04
-1970x2891	-1969.539701	2890.671442	Astrocyte		MPA	-0.04
-1964x2899	-1963.838748	2898.74546	Astrocyte		MPA	-0.04
-1890x2920	-1889.876116	2919.913326	Inhibitory	I-1	MPA	-0.04
-1873x2939	-1872.768557	2939.28331	Astrocyte		MPA	-0.04
-1863x2942	-1862.506562	2941.581227	Excitatory	E-3	MPA	-0.04
-1818x2924	-1818.324166	2924.152159	Inhibitory	I-7	MPA	-0.04
-1819x2949	-1818.665819	2948.953057	Excitatory	E-3	MPA	-0.04
-1815x2831	-1814.744196	2830.532084	Endothelial 1		MPA	-0.04
-1808x2942	-1808.039209	2941.811053	Excitatory	E-15	MPA	-0.04
-1801x2854	-1800.575383	2854.075407	Endothelial 1		MPA	-0.04
-1802x2894	-1802.396204	2893.587451	Astrocyte		MPA	-0.04
-1799x2984	-1798.713029	2983.885804	Inhibitory	I-4	MPA	-0.04
-1790x2911	-1789.721371	2911.280343	Excitatory	E-3	MPA	-0.04
-1780x2960	-1780.199145	2959.610695	Excitatory	E-3	MPA	-0.04
-1771x2910	-1771.329526	2910.297701	Endothelial 1		MPA	-0.04
-1766x2892	-1766.302154	2891.751691	Endothelial 1		MPA	-0.04
-1765x2864	-1765.087637	2863.982418	Astrocyte		MPA	-0.04
-1765x2981	-1765.396042	2981.420735	Inhibitory	I-7	MPA	-0.04
-1760x2948	-1760.293828	2948.213922	Inhibitory	I-7	MPA	-0.04
-1751x2935	-1751.367409	2934.508665	Inhibitory	I-7	MPA	-0.04
-1745x3004	-1745.262531	3003.783371	Excitatory	E-3	MPA	-0.04
-1737x2974	-1737.196815	2974.11015	OD Immature 1		MPA	-0.04
-1740x2937	-1739.655003	2937.45533	Excitatory	E-3	MPA	-0.04
-1737x2951	-1736.66824	2950.998662	Excitatory	E-1	MPA	-0.04
-1728x2984	-1727.577509	2983.829558	Inhibitory	I-19	MPA	-0.04
-1725x2968	-1724.780357	2968.294008	OD Mature 2		MPA	-0.04
-1721x2856	-1721.007625	2856.142242	OD Mature 2		MPA	-0.04
-1709x2877	-1708.776176	2877.213018	Endothelial 1		MPA	-0.04
-1706x2953	-1706.148073	2953.12923	Inhibitory	I-30	MPA	-0.04
-1699x2914	-1699.002113	2913.640954	Excitatory	E-11	MPA	-0.04
-1681x2899	-1680.773731	2899.182834	OD Immature 1		MPA	-0.04
-1679x2845	-1678.709103	2845.305802	OD Mature 2		MPA	-0.04
-1678x2957	-1678.387408	2956.50451	OD Mature 2		MPA	-0.04
-1677x2944	-1677.301024	2944.187576	Astrocyte		MPA	-0.04
-1671x2868	-1670.688448	2868.062225	Inhibitory	I-9	MPA	-0.04
-1670x2907	-1670.195543	2907.360481	Astrocyte		MPA	-0.04
-1665x2978	-1664.539861	2978.369499	Astrocyte		MPA	-0.04
-1658x2945	-1657.900539	2945.230451	Astrocyte		MPA	-0.04
-1650x2856	-1650.185444	2856.184717	Inhibitory	I-9	MPA	-0.04
-1652x2994	-1652.274088	2993.703099	Inhibitory	I-4	MPA	-0.04
-1813x2987	-1813.481852	2987.398973	Excitatory	E-15	MPA	-0.04
-1793x3004	-1792.868493	3003.949539	Excitatory	E-3	MPA	-0.04
-1791x2940	-1790.555001	2940.095341	Endothelial 1		MPA	-0.04
-1779x2941	-1779.255638	2940.692349	Excitatory	E-3	MPA	-0.04
-1695x2832	-1694.70655	2832.113225	Endothelial 1		MPA	-0.04
-1686x2932	-1686.465555	2932.266683	OD Mature 2		MPA	-0.04
-1655x2919	-1654.599666	2919.053889	Inhibitory	I-3	MPA	-0.04
-1654x2889	-1653.825771	2889.255877	Endothelial 1		MPA	-0.04
-1781x2876	-1781.483085	2876.317564	Endothelial 1		MPA	-0.04
-1773x2884	-1772.525537	2883.8996	Endothelial 3		MPA	-0.04
-1725x2838	-1724.765951	2837.989938	Astrocyte		MPA	-0.04
-1721x3000	-1720.513871	3000.275056	Excitatory	E-15	MPA	-0.04
-1715x2932	-1715.261288	2932.41064	Excitatory	E-3	MPA	-0.04
-1713x2993	-1712.696419	2993.157051	Excitatory	E-3	MPA	-0.04
-1697x2823	-1696.752664	2823.497357	Endothelial 3		MPA	-0.04
-1679x2970	-1678.92243	2969.906704	Excitatory	E-13	MPA	-0.04
-1787x2854	-1787.11883	2854.14927	Endothelial 3		MPA	-0.04
-1826x2865	-1826.412289	2864.891686	Astrocyte		MPA	-0.04
-1797x2939	-1797.424128	2939.4352	Excitatory	E-1	MPA	-0.04
-1758x2849	-1758.040602	2848.904596	Astrocyte		MPA	-0.04
-1676x2993	-1676.146517	2993.488551	Inhibitory	I-8	MPA	-0.04
-1833x3039	-1833.475651	3039.074512	Endothelial 1		MPA	-0.04
-1827x3055	-1827.054528	3054.884042	Microglia		MPA	-0.04
-1829x3200	-1829.066919	3199.880987	Inhibitory	I-7	MPA	-0.04
-1824x3028	-1823.89709	3027.509976	Excitatory	E-7	MPA	-0.04
-1822x3064	-1822.187318	3064.373992	Excitatory	E-15	MPA	-0.04
-1822x3163	-1822.226871	3162.816696	Inhibitory	I-12	MPA	-0.04
-1818x3121	-1818.327972	3120.612089	Endothelial 1		MPA	-0.04
-1803x3194	-1802.830278	3194.099861	Inhibitory	I-1	MPA	-0.04
-1804x3037	-1803.953053	3036.866284	Excitatory	E-1	MPA	-0.04
-1802x3074	-1801.952654	3073.563143	Inhibitory	I-1	MPA	-0.04
-1800x3171	-1799.87605	3171.307539	Inhibitory	I-8	MPA	-0.04
-1799x3106	-1798.617741	3105.861174	Inhibitory	I-1	MPA	-0.04
-1786x3071	-1786.186641	3070.899171	Microglia		MPA	-0.04
-1785x3183	-1784.549156	3182.923383	Excitatory	E-24	MPA	-0.04
-1786x3051	-1786.1962	3051.483281	Excitatory	E-15	MPA	-0.04
-1769x3031	-1769.465257	3031.272984	Excitatory	E-3	MPA	-0.04
-1768x3162	-1768.253144	3162.287823	Astrocyte		MPA	-0.04
-1765x3149	-1765.453122	3149.4759	OD Mature 2		MPA	-0.04
-1763x3022	-1762.522963	3021.540517	Excitatory	E-24	MPA	-0.04
-1760x3039	-1759.525704	3039.001272	Inhibitory	I-4	MPA	-0.04
-1754x3073	-1753.749717	3073.141419	Inhibitory	I-7	MPA	-0.04
-1754x3203	-1754.104508	3202.91083	Excitatory	E-15	MPA	-0.04
-1753x3182	-1753.052725	3182.310572	Inhibitory	I-7	MPA	-0.04
-1744x3140	-1744.469687	3139.988571	Excitatory	E-7	MPA	-0.04
-1746x3032	-1745.879287	3032.442933	Excitatory	E-15	MPA	-0.04
-1746x3166	-1745.644536	3166.458738	Pericytes		MPA	-0.04
-1744x3152	-1743.678763	3151.688056	Inhibitory	I-9	MPA	-0.04
-1738x3175	-1737.694543	3175.492694	Pericytes		MPA	-0.04
-1718x3099	-1717.643481	3099.075364	Excitatory	E-1	MPA	-0.04
-1718x3024	-1718.199966	3024.013752	Endothelial 3		MPA	-0.04
-1704x3161	-1703.58502	3161.155837	Excitatory	E-24	MPA	-0.04
-1704x3207	-1703.579138	3206.901612	Inhibitory	I-4	MPA	-0.04
-1703x3194	-1703.023046	3194.434917	Endothelial 1		MPA	-0.04
-1694x3029	-1693.963509	3029.134053	Astrocyte		MPA	-0.04
-1692x3175	-1692.439379	3175.480746	Astrocyte		MPA	-0.04
-1683x3202	-1682.946444	3202.205082	Excitatory	E-7	MPA	-0.04
-1683x3094	-1682.676475	3093.506727	Excitatory	E-7	MPA	-0.04
-1678x3156	-1678.440572	3155.804847	Inhibitory	I-1	MPA	-0.04
-1678x3050	-1678.313125	3050.25889	Excitatory	E-3	MPA	-0.04
-1664x3110	-1663.519435	3110.37542	OD Immature 1		MPA	-0.04
-1666x3061	-1665.536597	3060.653596	Pericytes		MPA	-0.04
-1663x3168	-1663.148491	3168.257356	Endothelial 1		MPA	-0.04
-1648x3163	-1648.381927	3163.256381	Inhibitory	I-4	MPA	-0.04
-1766x3111	-1765.571022	3110.603436	Excitatory	E-7	MPA	-0.04
-1758x3132	-1758.200705	3131.924986	Excitatory	E-7	MPA	-0.04
-1737x3052	-1736.836869	3051.698586	Excitatory	E-1	MPA	-0.04
-1731x3026	-1731.038832	3025.537172	Inhibitory	I-7	MPA	-0.04
-1728x3038	-1728.114321	3037.846577	Astrocyte		MPA	-0.04
-1714x3058	-1714.488212	3058.136727	Excitatory	E-7	MPA	-0.04
-1707x3086	-1706.755862	3086.214734	Excitatory	E-7	MPA	-0.04
-1709x3055	-1708.799512	3055.060419	OD Mature 2		MPA	-0.04
-1709x3127	-1708.818641	3127.435596	Inhibitory	I-12	MPA	-0.04
-1694x3043	-1694.051203	3042.725577	Excitatory	E-3	MPA	-0.04
-1808x3144	-1807.948944	3144.2267	Microglia		MPA	-0.04
-1808x3190	-1808.025037	3190.30692	Inhibitory	I-12	MPA	-0.04
-1735x3036	-1734.786357	3035.591951	Excitatory	E-3	MPA	-0.04
-1680x3032	-1680.33725	3031.769108	Inhibitory	I-4	MPA	-0.04
-1653x3051	-1652.63066	3050.88942	Excitatory	E-30	MPA	-0.04
-1667x3156	-1667.286151	3155.596419	Inhibitory	I-7	MPA	-0.04
-1648x3100	-1647.58656	3100.078009	Inhibitory	I-1	MPA	-0.04
-1744x3192	-1744.497846	3191.929761	Inhibitory	I-7	MPA	-0.04
-1702x3043	-1701.808331	3043.017607	Excitatory	E-3	MPA	-0.04
-1668x3037	-1668.462832	3036.935865	Excitatory	E-1	MPA	-0.04
-1664x3204	-1664.412997	3204.110507	Astrocyte		MPA	-0.04
-1667x3082	-1666.814857	3081.722248	Excitatory	E-7	MPA	-0.04
-1660x3062	-1659.633901	3062.414066	Pericytes		MPA	-0.04
-1650x3059	-1649.878474	3058.98788	Endothelial 1		MPA	-0.04
-1834x3223	-1833.679924	3222.576159	Excitatory	E-15	MPA	-0.04
-1832x3354	-1832.326401	3353.716793	Inhibitory	I-11	MPN	-0.04
-1825x3322	-1825.024317	3321.865218	Inhibitory	I-1	MPN	-0.04
-1820x3395	-1820.342408	3395.176956	Microglia		MPN	-0.04
-1817x3301	-1816.672476	3300.785519	Endothelial 1		MPN	-0.04
-1812x3326	-1812.348376	3325.605497	Inhibitory	I-12	MPN	-0.04
-1806x3232	-1805.698943	3232.242428	Endothelial 1		MPA	-0.04
-1805x3304	-1804.914836	3304.176277	Inhibitory	I-12	MPN	-0.04
-1803x3373	-1803.374447	3372.776736	Inhibitory	I-1	MPN	-0.04
-1800x3280	-1800.4723	3280.084474	Inhibitory	I-1	MPA	-0.04
-1794x3329	-1794.030332	3328.73135	Inhibitory	I-1	MPN	-0.04
